"event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","pro_kremlin_indicator","topic","proportion","max","protest_type","unauthorized","authorized","date","month_year"
"RUS6920","26 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Yabloko: Russian United Democratic Party; Government of Russia (2000-)",6,"Protesters (Russia)","",6,66,"",643,"Europe","Russia","Moscow Oblast","Korolev","","Korolev",55.9141,37.8255,1,"TV Rain","National","On 26 September 2021, protesters gathered in Korolev on the outskirts of Moscow to denounce alleged voting fraud in their city during the recent Russian parliamentary elections. The protest took place as a meeting with members of local councils from KPRF: Communist Party of the Russian Federation and Yabloko: Russian United Democratic Party. Police detained several counter-demonstrators, who arrived to the event and shouted slogans such as 'shame on KPRF'.",0,"crowd size=no report",1633462520,0,"1_cultural",0.972904005243892,TRUE,"cultural",0,0,2021-09-26,"2021-09"
"RUS6896","25 September 2021",2021,1,"Demonstrations","Riots","Violent demonstration","Rioters (Russia)","",5,"Rioters (Russia)","NOD: National Liberation Movement; Police Forces of Russia (2000-)",5,55,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"TV Rain; RFE/RL","National-International","On 25 September 2021, dozens of supporters of the opposition KPRF: Communist Party of the Russian Federation left a demonstration against alleged voting fraud in recent Russian parliamentary elections, on Pushkin Square in Moscow - Central, to march towards the nearby Russian State Duma (lower house of parliament) and the Red Square. Police intervened and detained at least five demonstrators. Several participants of the event also engaged in a fist fight with members of NOD: National Liberation Movement (a pro-government group), allegedly provoked by the latter.",0,"crowd size=dozens",1633462517,0,"1_cultural",0.998455546255904,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6900","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Novosibirsk","Novosibirsk","","Novosibirsk",55.0415,82.9346,1,"Tayga.Info; RFE/RL; Activatica","Other-Subnational","On 25 September 2021, approximately 30 protesters gathered in Novosibirsk to denounce the official results of recent parliamentary elections in Russia, which they considered rigged. Demonstrators also demanded the release from prison of the ex-governor of Khabarovsk Oblast, who was arrested in summer 2020 on charges of organizing murders in the early 2000s, which protesters claim are politically motivated.",0,"crowd size=approximately 30",1633462517,0,"1_cultural",0.514956387958312,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6913","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Yabloko: Russian United Democratic Party; CP: A Just Russia",6,"","",0,60,"",643,"Europe","Russia","Vologda","Vologda","","Vologda",59.2187,39.8886,1,"7x7; Activatica","Other-National","On 25 September 2021, approximately 20 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Vologda to denounce the official results of the recent Russian parliamentary elections, drawing attention to various irregularities across Vologda Oblast, which were allegedly committed during voting from home as well as due to multi-day voting. Local candidates to parliament from Yabloko: Russian United Democratic Party as well as from CP: A Just Russia also participated in the event.",0,"crowd size=approximately 20",1633462517,0,"1_cultural",0.849552158136356,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6916","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-); OR: The Other Russia; Yabloko: Russian United Democratic Party; LF: Left Front",6,"","",0,60,"",643,"Europe","Russia","Sverdlovsk","Ekaterinburg","","Yekaterinburg",56.8519,60.6122,1,"Activatica; Rosbalt","Other-National","On 25 September 2021, approximately 200 protesters, mainly organized by KPRF: Communist Party of the Russian Federation, gathered in Yekaterinburg to denounce the official results of the recent Russian parliamentary elections, drawing attention to various alleged irregularities such as ballot stuffing, as well as against the practices of three-day voting, voting from home and online voting, which they claimed led to mass falsifications. The regional president of KPRF (a member of the Sverdlovsk Oblast council) spoke at the event. Members and supporters of OR: The Other Russia, Yabloko: Russian United Democratic Party and of LF: Left Front also participated in the protest.",0,"crowd size=approximately 200",1633462517,0,"1_cultural",0.863178617098523,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6918","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"TV Rain; RFE/RL","National-International","On 25 September 2021, approximately 400 protesters organized by KPRF: Communist Party of the Russian Federation gathered on Pushkin Square in Moscow - Central to denounce alleged mass fraud during the recent Russian parliamentary elections. Among the speakers was a KPRF MP, who claimed he lost the vote in his Moscow voting district to a pro-government candidate due to fraud in online voting (the politician however managed to win a seat in parliament through a KPRF nationwide voting list).",0,"crowd size=approximately 400",1633462517,0,"1_cultural",0.828322402031666,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6931","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Buryatia","Ulan-Ude","","Ulan-Ude",51.8272,107.6063,1,"7x7","National","On 25 September 2021, at least 30 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Ulan-Ude to denounce the official results of the recent Russian parliamentary elections, claiming results were falsified.",0,"crowd size=at least 30",1633462517,0,"1_cultural",0.995689869144413,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6932","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Irkutsk","Irkutsk","","Irkutsk",52.2978,104.2964,1,"7x7","National","On 25 September 2021, approximately 50 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Irkutsk to denounce the official results of the recent Russian parliamentary elections, claiming these were falsified. The former governor of Irkutsk Oblast, now a KPRF MP, spoke at the event.",0,"crowd size=approximately 50",1633462517,0,"1_cultural",0.92575177702576,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6925","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Belgorod","Belgorod","","Belgorod",50.6107,36.5802,1,"7x7","National","On 25 September 2021, at least 7 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Belgorod to denounce the official results of the recent Russian parliamentary elections, as well as the practice of online voting, claiming results were falsified. Members of local councils from KPRF participated in the event.",0,"crowd size=at least 7",1633462517,0,"1_cultural",0.997121630448824,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6928","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Pskov","Pskov","","Pskov",57.8136,28.3496,3,"7x7","National","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered in Pskov and in other cities of Pskov Oblast to denounce the official results of the recent Russian parliamentary elections, claiming results were falsified.",0,"crowd size=no report",1633462517,0,"1_cultural",0.996079860994721,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6926","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Mari El","Yoshkar-Ola","","Yoshkar-Ola",56.6369,47.8711,1,"7x7","National","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered for coordinated 'one-person pickets' in Yoshkar-Ola to denounce the official results of the recent Russian parliamentary elections, as well as the practice of online voting, claiming results were falsified.",0,"crowd size=no report",1633462517,0,"1_cultural",0.996680563492574,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6930","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Khabarovsk","Khabarovsk","","Khabarovsk",48.4827,135.0838,1,"7x7","National","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered in Khabarovsk to denounce the official results of the recent Russian parliamentary elections, claiming results were falsified.",0,"crowd size=no report",1633462517,0,"1_cultural",0.524351252995708,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6929","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Kostroma","Kostroma","","Kostroma",57.7665,40.9269,1,"7x7","National","On 25 September 2021, approximately 100 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Kostroma to denounce the official results of the recent Russian parliamentary elections, drawing attention to various alleged irregularities in voting. Members of local councils from KPRF spoke at the event.",0,"crowd size=no report",1633462517,0,"1_cultural",0.997022729970777,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6927","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Tambov","Tambov","","Tambov",52.7317,41.4433,1,"7x7","National","On 25 September 2021, approximately 150 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Tambov to denounce the official results of the recent Russian parliamentary elections, as well as the practice of online voting, claiming results were falsified and demanding new elections. Members of local councils from KPRF participated in the event.",0,"crowd size=approximately 150",1633462517,0,"1_cultural",0.695301417550386,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6914","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-); LKSM: Leninist Komsomol of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Altai","Barnaul","","Barnaul",53.3606,83.7636,1,"Activatica","Other","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation and by LKSM: Leninist Komsomol of the Russian Federation gathered in Barnaul to denounce the official results of the recent Russian parliamentary elections, which they considered rigged. Members of the Altai Krai council from KPRF also joined the event.",0,"crowd size=no report",1633462517,0,"1_cultural",0.675708982480039,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6902","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"Activatica","Other","On 25 September 2021, protesters claiming to have been waiting for years to receive social housing stood in coordinated 'one-person protests' in front of the Moscow town hall in Moscow - Central, demanding that local authorities cancel a lottery for 20 apartments, which Moscow residents who voted online in recent elections to the Russian parliament could participate in. Demonstrators claimed that people who had been waiting for housing for years should have priority in distribution of apartments.",0,"crowd size=no report",1633462517,0,"6_social",0.548754941533015,TRUE,"social",0,0,2021-09-25,"2021-09"
"RUS6915","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Magadan","Magadan","","Magadan",59.5638,150.8035,1,"Activatica","Other","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered in Magadan to denounce the official results of the recent Russian parliamentary elections, drawing attention to various alleged irregularities such as falsifying votes, forced voting of civil servants and casting votes outside electoral precincts (online and offline).",0,"crowd size=no report",1633462517,0,"1_cultural",0.674913557063247,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6908","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Volgograd","Volgograd","","Volgograd",48.7194,44.5018,1,"Caucasian Knot","National","On 25 September 2021, 10 protesters organized by KPRF: Communist Party of the Russian Federation, including a member of the Volgograd city council, gathered in Volgograd to denounce the official results of the recent Russian parliamentary elections, drawing attention to various alleged irregularities across Volgograd Oblast, such as ballot stuffing and multiple voting. Separately, a supporter of KPRF protested at another location in Volgograd with the same claims.",0,"crowd size=11",1633462517,0,"1_cultural",0.997839362170064,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6935","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Perm","Permskiy","","Perm",58.0174,56.2855,3,"KPRF","Other","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered for coordinated 'one-person pickets' in Perm and across Perm Krai to denounce the official results of the recent Russian parliamentary elections, claiming results were falsified.",0,"crowd size=no report",1633462518,0,"1_cultural",0.956713564428238,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6933","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Bryansk","Bryansk","","Bryansk",53.2521,34.3717,1,"KPRF","Other","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered for coordinated 'one-person pickets' in Bryansk to denounce the official results of the recent Russian parliamentary elections, claiming results were falsified.",0,"crowd size=at least 30",1633462518,0,"1_cultural",0.588908156656989,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6934","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Bryansk","Dyatkovskiy","","Dyatkovo",53.5982,34.3357,1,"KPRF","Other","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered for coordinated 'one-person pickets' in Dyatkovo to denounce the official results of the recent Russian parliamentary elections, claiming results were falsified.",0,"crowd size=at least 30",1633462518,0,"Other_1",0.814726157404908,TRUE,"unclear",0,0,2021-09-25,"2021-09"
"RUS6922","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Republic of Bashkortostan","Ufa","","Ufa",54.7852,56.0456,1,"RFE/RL","International","On 25 September 2021, approximately 70 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Ufa to denounce the official results of the recent Russian parliamentary elections, claiming they were falsified. KPRF candidates for parliament and members of local councils spoke at the event.",0,"crowd size=approximately 70",1633462520,0,"1_cultural",0.996803035216683,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6924","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Yabloko: Russian United Democratic Party; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Krasnodar","Krasnodar","","Krasnodar",45.0448,38.976,1,"RFE/RL","International","On 25 September 2021, approximately 150 protesters organized by KPRF: Communist Party of the Russian Federation gathered in Krasnodar to denounce the official results of the recent Russian parliamentary elections, claiming they were falsified. KPRF candidates for parliament, members of local councils and of the Krasnodar Oblast council spoke at the event. A member of a local council from Yabloko: Russian United Democratic Party also participated.",0,"crowd size=approximately 150",1633462520,0,"1_cultural",0.997839362170064,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6921","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Kirov","Kirov","","Kirov",58.5967,49.6601,1,"RFE/RL","International","On 25 September 2021, protesters gathered for a 'walk' with members of the Kirov city and Oblast councils from the opposition KPRF: Communist Party of the Russian Federation, to denounce the official results of the recent Russian parliamentary elections, claiming they were falsified. Several locals also stood across the city, in coordinated 'one-person protests' against alleged voting fraud.",0,"crowd size=no report",1633462520,0,"1_cultural",0.997459232503752,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6923","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Penza","Penza","","Penza",53.2007,45.0046,1,"RFE/RL","International","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered in Penza to denounce the official results of the recent Russian parliamentary elections, claiming they were falsified.",0,"crowd size=no report",1633462520,0,"1_cultural",0.995213708850337,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6917","25 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Saratov","Saratov","","Saratov",51.5406,46.0086,1,"TV Rain","National","On 25 September 2021, protesters organized by KPRF: Communist Party of the Russian Federation gathered in Saratov to denounce the official results of the recent Russian parliamentary elections, claiming they were falsified. A KPRF candidate for parliament (who is also a member of the Saratov Oblast council) spoke at the event.",0,"crowd size=no report",1633462520,0,"1_cultural",0.996916791238805,TRUE,"cultural",0,0,2021-09-25,"2021-09"
"RUS6899","24 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Republic of Dagestan","Buynaksk","","Buynaksk",42.819,47.1192,1,"Caucasian Knot","National","On 24 September 2021, dozens of protesters gathered in front of the local office of the Russian state-owned gas company Gazprom in Buynaksk to oppose the appointment of a new head of the office, with demonstrators demanding that the function be given to a local.",0,"crowd size=dozens",1633462517,0,"3_environmental",0.815271832618722,TRUE,"environmental",0,0,2021-09-24,"2021-09"
"RUS6894","23 September 2021",2021,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Moscow","Yugo-Zapadnyy","","Moscow - South-Western",55.645,37.5439,1,"OVD Info; RFE/RL; TV Rain","National-International","On 23 September 2021, approximately 100 protesters gathered in Ramenki in Moscow - South-Western to denounce the official results of recent elections to the Russian parliament, claiming these were rigged. Demonstrators especially opposed the results of online voting in Moscow, which inversed the voting tally in favor of pro-government candidates, at the expense of members of the opposition. Protesters included members of KPRF: Communist Party of the Russian Federation as well as at least one party MP. Police intervened and arrested at least 9 of participants of the event.",0,"crowd size=approximately 100",1632846448,0,"1_cultural",0.835314853039729,TRUE,"cultural",0,0,2021-09-23,"2021-09"
"RUS6893","23 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Yabloko: Russian United Democratic Party; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Moscow","Severo-Zapadnyy","","Moscow - North-Western",55.8246,37.434,1,"Activatica","Other","On 23 September 2021, locals of Strogino neighborhood gathered for an 'electoral meeting' in Moscow - North-Western with a member of a local neighborhood council from Yabloko: Russian United Democratic Party to protest against the alleged low-quality renovation of a residential building in Strogino.",0,"crowd size=no report",1632846448,0,"1_cultural",0.830455487533933,TRUE,"cultural",0,0,2021-09-23,"2021-09"
"RUS6891","23 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Khabarovsk","Amurskiy","","Achan",49.891,136.6189,1,"Dvnovosti","Subnational","On 23 September 2021, locals gathered in Achan to demand an intervention by the Russian president due to lack of fish in the nearby Amur river, which protesters claimed was caused by illegal industrial fishing in the region.",0,"crowd size=no report",1632846448,0,"3_environmental",0.697410111519695,TRUE,"environmental",0,0,2021-09-23,"2021-09"
"RUS6890","22 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Tyumen","Tyumen","","Tyumen",57.1522,65.5272,1,"KPRF","Other","On 22 September 2021, approximately 100 protesters organized by KPRF: Communist Party of the Russian Federation gathered in central Tyumen to denounce the results of the recent Russian parliamentary elections, which they considered rigged. In particular, demonstrators mentioned irregularities linked to voting outside of precincts and claimed that votes were cast in the name of deceased people.",0,"crowd size=approximately 100",1632846448,0,"1_cultural",0.997382480729096,TRUE,"cultural",0,0,2021-09-22,"2021-09"
"RUS6889","22 September 2021",2021,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","OR: The Other Russia",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"Znak","National","On 22 September 2021, five supporters of OR: The Other Russia gathered in front of the Russian State Duma (lower house of parliament) in Moscow - Central to protest against the results of recent parliamentary elections, which demonstrators consider were rigged and in which a number of opposition candidates were not allowed to participate. Police dispersed the event and detained all five of its participants.",0,"crowd size=5",1632846449,0,"1_cultural",0.997300947463104,TRUE,"cultural",0,0,2021-09-22,"2021-09"
"RUS6888","21 September 2021",2021,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","CP: A Just Russia",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Saint Petersburg","Admiralteyskiy","","St. Petersburg - Admiralteysky",59.9123,30.2963,1,"Activatica; OVD Info; RFE/RL","Other-National","On 21 September 2021, protesters gathered in front of the Municipal Electoral Commission in St. Petersburg - Admiralteysky to protest against the results of recent parliamentary elections in Russia, which they considered rigged. Police intervened in the event, detaining 5 participants, including a candidate to parliament from CP: A Just Russia.",0,"crowd size=no report",1632846448,0,"1_cultural",0.996803035216683,TRUE,"cultural",0,0,2021-09-21,"2021-09"
"RUS6886","21 September 2021",2021,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"Activatica","Other","On 21 September 2021, four people gathered for coordinated 'one-person protests' (three at Pushkin Square and one in front of the Russian Central Electoral Commission) in Moscow - Central to denounce the official results of recent parliamentary elections in Russia, which they considered rigged. Police detained all four protesters.",0,"crowd size=4",1632846448,0,"1_cultural",0.997022729970777,TRUE,"cultural",0,0,2021-09-21,"2021-09"
"RUS6887","21 September 2021",2021,1,"Demonstrations","Riots","Violent demonstration","Rioters (Russia)","",5,"Rioters (Russia)","",5,55,"",643,"Europe","Russia","Republic of Dagestan","Buynaksk","","Buynaksk",42.819,47.1192,1,"Caucasian Knot","National","On 21 September 2021, approximately 20 demonstrators gathered in front of the local office of the Russian state-owned gas company Gazprom in Buynaksk to oppose the appointment of a new head of the office, with demonstrators demanding that the function be given to a local. Demonstrators allegedly engaged in physical violence with opponents present at the scene, however it was unclear who these opponents were.",0,"crowd size=approximately 20",1632846448,0,"1_cultural",0.586946554670382,TRUE,"cultural",0,0,2021-09-21,"2021-09"
"RUS6883","20 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-); LF: Left Front; Yabloko: Russian United Democratic Party",6,"","",0,60,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"RFE/RL; TV Rain; Activatica","Other-National","On 20 September 2021, several hundred protesters, organized mainly by KPRF: Communist Party of the Russian Federation, gathered at Pushkin Square in Moscow - Central to denounce the official results of elections to the Russian parliament, which had ended a day earlier. In particular, demonstrators demanded the canceling of online voting in Moscow, which they considered rigged, as the opposition had won 8 out of 15 seats in parliament dedicated to Moscow in offline voting, however after online votes were counted, pro-government candidates recovered their advantage and won all 15 districts. Speakers at the event included MPs from KPRF as well as candidates for parliament from LF: Left Front and Yabloko: Russian United Democratic Party.",0,"crowd size=several hundred",1632846448,0,"1_cultural",0.879490252840392,TRUE,"cultural",0,0,2021-09-20,"2021-09"
"RUS6884","20 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Journalists (Russia)",6,"","",0,60,"",643,"Europe","Russia","Republic of Dagestan","Makhachkala","","Makhachkala",42.9764,47.5024,1,"RFE/RL","International","On 20 September 2021, at least 10 protesters, including journalists, gathered in Makhachkala to demand the release of a local journalist who was arrested in 2019 on charges of financing Islamic terrorism, which his colleagues consider are politically motivated. Demonstrators also demanded the release of all other political prisoners in Russia.",0,"crowd size=at least 10",1632846449,0,"5_political",0.996574824823977,TRUE,"political",0,0,2021-09-20,"2021-09"
"RUS6880","19 September 2021",2021,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Moscow","Tsentralnyy","","Moscow - Central",55.7571,37.6173,1,"Activatica","Other","On 19 September 2021, four protesters gathered for coordinated 'one-person pickets' at Pushkin Square and at the Red Square in Moscow - Central, demanding the release of opposition leader Alexey Navalny, the release of political prisoners, as well as free and fair elections in Russia. Police intervened and detained all four protesters.",0,"crowd size=4",1632846448,0,"1_cultural",0.631718006377607,TRUE,"cultural",0,0,2021-09-19,"2021-09"
"RUS6882","19 September 2021",2021,1,"Political violence","Riots","Mob violence","Rioters (Russia)","Government of Russia (2000-)",5,"Civilians (Russia)","KPRF: Communist Party of the Russian Federation",7,57,"Civilian targeting",643,"Europe","Russia","Stavropol","Predgornyy","","Suvorovskaya",44.1922,42.6456,1,"Caucasian Knot","National","On 19 September 2021, three men in Suvorovskaya (Stavropol Krai) physically assaulted and beat a candidate to the Russian parliament from the opposition KPRF: Communist Party of the Russian Federation and a candidate to a local council of unspecified political affiliation. The attack occurred outside a nearby voting precinct following an intervention in the voting process by the candidates, in which they accused their attackers of voting multiple times at several precincts. According to the victim, attackers were employees of the Predgornyy district administration, and one of the assailants was the deputy of the head of the district.",0,"crowd size=3",1653401105,0,"1_cultural",0.905983327529934,TRUE,"cultural",0,0,2021-09-19,"2021-09"
"RUS6871","17 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Belarus)","",6,"","",0,60,"",643,"Europe","Russia","Moscow","","","Moscow",55.7522,37.6156,1,"Charter-97","International","On 17 September 2021, Belarusians living in Russia gathered at an unspecified location in Moscow in solidarity with political prisoners in Belarus.",0,"crowd size=no report",1632247001,0,"Other_1",0.992131586934798,TRUE,"unclear",0,0,2021-09-17,"2021-09"
"RUS6840","16 September 2021",2021,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Government of Russia (2000-)",6,"","",0,60,"",643,"Europe","Russia","Moscow","Severo-Vostochnyy","","Moscow - North-Eastern",55.8524,37.6304,1,"Activatica","Other","On 16 September 2021, residents of Ostankino district gathered near their homes in Moscow - North-Eastern to oppose real estate and other construction projects in green areas near the Moscow Botanical Garden. An MP from KPRF: Communist Party of the Russian Federation spoke at the event.",0,"crowd size=no report",1632247001,0,"3_environmental",0.641215337951304,TRUE,"environmental",0,0,2021-09-16,"2021-09"
"RUS6848","15 September 2021",2021,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; Yabloko: Russian United Democratic Party",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Moscow","Severo-Zapadnyy","","Moscow - North-Western",55.8246,37.434,1,"OVD Info; Activatica","Other-National","On 15 September 2021, protesters gathered in Shchukino (Moscow - North-Western) to denounce the deregistration in upcoming parliamentary elections of several local candidates from KPRF: Communist Party of the Russian Federation and Yabloko: Russian United Democratic Party. Police intervened in the event, detaining a representative of a KPRF candidate for parliament, who was later sentenced to five days of arrest for alleged organization of an unauthorized protest.",0,"crowd size=no report",1632247001,0,"1_cultural",0.946638049023853,TRUE,"cultural",1,0,2021-09-15,"2021-09"
